station,date,prcp,tobs,name,latitude,longitude,elevation
USC00519397,2016-10-27,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-10-28,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-10-29,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-10-30,0.24,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-10-31,0.03,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-01,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-02,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-03,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-04,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-05,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-06,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-07,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-08,0.07,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-09,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-10,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-11,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-12,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-13,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-14,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-15,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-16,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-17,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-18,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-19,0.03,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-20,0.05,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-21,0.01,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-22,0.13,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-23,0.14,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-24,0.05,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-25,0.05,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-26,0.05,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-27,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-28,0.01,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-29,0.0,68.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-11-30,0.14,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-01,0.12,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-02,0.03,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-03,0.0,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-04,0.03,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-05,0.43,68.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-06,0.02,67.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-07,0.0,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-08,0.03,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-09,0.52,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-10,0.05,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-11,0.04,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-12,0.01,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-13,0.05,67.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-14,0.03,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-15,0.0,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-16,0.0,62.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-17,0.01,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-18,0.13,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-19,0.01,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-20,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-21,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-22,0.01,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-23,0.01,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-24,0.01,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-25,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-26,0.02,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-27,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-28,0.02,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-29,0.04,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-30,0.12,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2016-12-31,0.01,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-01,0.0,62.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-02,0.0,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-03,0.0,63.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-04,0.0,62.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-05,0.0,63.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-06,0.0,64.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-07,0.0,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-08,0.0,60.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-09,0.0,64.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-10,0.0,63.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-11,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-12,0.0,67.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-13,0.0,67.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-14,0.0,65.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-15,0.0,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-16,0.0,67.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-17,0.0,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-18,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-19,0.0,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-20,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-21,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-22,0.16,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-23,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-24,0.04,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-25,0.03,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-26,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-27,0.0,65.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-28,0.0,64.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-29,0.18,67.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-30,0.0,67.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-01-31,0.0,68.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-01,0.0,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-02,0.0,61.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-03,0.0,65.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-04,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-05,0.0,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-06,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-07,0.51,64.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-08,0.0,62.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-09,0.0,61.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-10,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-11,0.31,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-12,2.62,68.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-13,0.01,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-14,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-15,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-16,0.07,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-17,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-18,0.0,68.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-19,0.0,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-20,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-21,0.06,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-22,0.06,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-23,0.01,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-24,0.0,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-25,0.03,64.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-26,0.0,65.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-27,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-02-28,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-01,1.19,66.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-02,0.73,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-03,0.47,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-04,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-05,0.35,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-06,0.0,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-07,0.0,68.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-08,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-09,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-10,0.0,68.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-11,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-12,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-13,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-14,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-15,0.0,71.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-16,0.0,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-17,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-18,0.0,69.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-19,0.0,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-20,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-21,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-22,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-23,0.0,70.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-24,0.02,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-25,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-26,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-27,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-28,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-29,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-30,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-03-31,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-01,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-02,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-03,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-04,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-05,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-06,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-07,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-08,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-09,0.0,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-10,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-11,0.0,79.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-12,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-13,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-14,0.26,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-15,0.01,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-16,0.0,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-17,0.02,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-18,0.0,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-19,0.02,74.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-20,0.05,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-21,0.23,73.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-22,0.32,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-23,0.03,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-24,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-25,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-26,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-27,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-28,0.0,76.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-29,0.12,72.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-04-30,0.89,63.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-01,0.26,75.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-02,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-03,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-04,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-05,0.0,79.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-06,0.0,79.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-07,0.0,79.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-08,0.0,77.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-10,0.0,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-11,0.01,78.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-12,0.0,79.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
USC00519397,2017-05-13,0.0,79.0,"WAIKIKI 717.2, HI US",21.2716,-157.8168,3.0
